Age,Gender,Weight (kg),Height (m),Calories_Burned,Workout_Type,Workout_Frequency (days/week),BMI,Name of Exercise
24.91,Male,41.54,1.62,1081.8,Yoga,4.0,15.83,Mountain Climbers
41.87,Male,58.24,1.67,2514.86,HIIT,4.99,20.88,Frog Jumps
41.16,Female,82.67,1.79,1978.82,Strength,4.02,25.8,Burpees
48.31,Male,67.02,1.61,613.24,Strength,1.95,25.86,Push Ups
41.08,Female,61.43,1.64,2008.74,Cardio,3.99,22.84,Renegade Rows
38.4,Male,86.08,1.8,1343.66,Yoga,4.01,26.57,Bicep Curls
26.16,Female,76.17,1.79,849.6,Yoga,2.99,23.77,Turkish Get-ups
39.04,Female,50.3,1.61,1025.86,Cardio,2.01,19.41,Resistance Band Pull-Aparts
55.91,Male,82.93,1.87,1567.98,Cardio,4.99,23.72,Dips
34.34,Female,59.79,1.62,812.24,Yoga,4.0,22.78,Dragon Flags
48.27,Female,56.64,1.52,1820.08,HIIT,3.99,24.52,Bicep Curls
32.55,Female,67.86,1.66,1189.98,Strength,4.0,24.63,Incline Push-ups
30.26,Female,85.34,1.95,1676.98,Cardio,4.99,22.44,Plyometric Push-ups
22.38,Male,101.97,1.85,1420.8,Cardio,3.99,29.79,Tricep Dips
18.0,Male,50.76,1.53,1714.57,HIIT,3.0,21.68,Glute Bridges
26.46,Female,52.29,2.0,895.4,HIIT,2.02,13.07,Push-ups
56.1,Female,69.57,1.68,800.78,HIIT,2.01,24.65,Bicep Curls
28.81,Female,121.17,1.87,1257.6,Cardio,4.02,34.65,Tricep Extensions
20.95,Male,81.02,1.9,2106.0,Strength,3.98,22.44,Dips
55.03,Female,118.39,1.72,771.5,Strength,3.01,40.02,Decline Push-ups
51.97,Female,44.69,1.72,1124.28,HIIT,2.01,15.11,Glute Bridges
37.77,Female,69.82,1.52,856.09,Yoga,4.03,30.22,Plyo Squats
43.51,Female,58.56,1.61,988.8,Cardio,3.0,22.59,Leg Press
24.07,Male,87.79,1.79,2514.86,HIIT,3.97,27.4,Dragon Flags
27.0,Female,102.81,1.83,1362.06,Cardio,3.0,30.7,Step-ups
47.16,Female,55.33,1.77,1570.8,HIIT,4.03,17.66,Decline Push-ups
39.28,Female,86.49,1.82,2293.2,Strength,5.0,26.11,Zottman Curls
56.99,Male,81.74,1.69,1243.04,Strength,3.99,28.62,Bulgarian Split Squats
49.93,Female,67.56,1.77,980.83,Cardio,3.02,21.56,Leg Raises
44.98,Female,71.16,1.69,1656.19,HIIT,3.0,24.92,Plyometric Push-ups
24.63,Female,64.32,1.71,740.54,Yoga,2.98,22.0,Lunges
18.6,Male,82.56,1.96,2714.91,HIIT,5.0,21.49,Burpees
50.12,Male,56.13,1.59,825.75,Yoga,3.0,22.2,Step-ups
30.71,Female,61.48,1.76,2116.07,Strength,4.02,19.85,Plyometric Push-ups
27.87,Female,66.49,1.9,1046.25,Cardio,3.01,18.42,Tricep Extensions
51.47,Male,60.77,1.68,1248.96,Yoga,4.01,21.53,Shoulder Press
46.98,Male,43.49,1.62,458.02,Cardio,3.01,16.57,Prone Cobras
43.75,Male,59.9,1.65,1221.23,Cardio,3.99,22.0,Jumping Jacks
37.56,Female,76.26,1.58,475.63,Yoga,2.01,30.55,Superman
24.14,Female,73.28,1.76,851.4,Strength,3.01,23.66,Dragon Flags
33.8,Female,59.43,1.62,1075.2,Cardio,4.01,22.65,Decline Push-ups
57.2,Female,80.79,1.86,1410.71,Yoga,5.0,23.35,Glute Bridges
19.24,Female,85.69,1.92,1340.57,Yoga,4.97,23.24,Bulgarian Split Squats
21.94,Female,71.68,1.77,1792.43,HIIT,2.95,22.88,Thrusters
36.33,Male,85.14,1.88,2827.04,HIIT,5.01,24.09,Bird Dogs
53.86,Male,67.97,1.54,643.57,Cardio,3.02,28.66,Squats
46.12,Female,59.17,1.7,1791.48,Strength,4.02,20.47,Seated Rows
23.14,Female,47.95,1.6,762.3,Strength,3.01,18.73,Dead Bugs
52.54,Male,104.74,1.84,454.57,Yoga,3.0,30.94,Bird Dogs
50.04,Female,52.46,1.84,992.77,Yoga,3.98,15.5,Thrusters
21.87,Male,111.46,1.92,1113.6,Cardio,3.0,30.24,Dips
53.87,Male,75.99,1.61,1009.68,Yoga,4.02,29.32,Bird Dogs
57.64,Male,59.85,1.58,2060.78,Cardio,4.01,23.97,Deadlifts
54.09,Female,56.66,1.75,1372.8,Yoga,5.01,18.5,Calf Raises
38.84,Male,102.93,1.94,1077.88,HIIT,3.01,27.35,Rows
57.15,Female,51.66,1.63,1298.16,Strength,4.02,19.44,Step-ups
42.1,Female,57.81,1.67,1380.65,HIIT,2.01,20.73,Plyo Squats
54.8,Female,63.27,1.86,1458.0,Strength,4.01,18.29,Glute Bridges
33.83,Male,63.93,1.62,2060.78,Strength,5.04,24.36,Box Jumps
48.72,Male,50.05,1.54,1702.8,HIIT,3.0,21.1,Resistance Band Pull-Aparts
51.68,Male,49.3,1.78,832.36,Strength,1.95,15.56,Bench Press
48.07,Male,68.91,1.69,495.45,Yoga,2.99,24.13,Russian Twists
53.48,Male,64.08,1.55,1380.6,Yoga,4.03,26.67,Leg Press
44.1,Male,101.88,1.63,1288.54,Cardio,4.01,38.35,Decline Push-ups
56.88,Female,45.97,1.76,1393.16,Cardio,3.0,14.84,Pull-ups
50.24,Male,56.57,1.91,1186.02,Strength,4.0,15.51,Renegade Rows
35.2,Male,103.48,1.94,739.2,Cardio,2.02,27.49,Superman
42.08,Male,42.69,1.74,915.2,Cardio,2.98,14.1,Scissors Kicks
50.22,Female,86.8,1.63,1989.0,Strength,4.02,32.67,Bicycle Crunches
36.71,Male,53.97,1.57,858.0,Yoga,3.0,21.9,Lat Pulldowns
25.11,Male,81.94,1.61,1492.09,Yoga,4.01,31.61,Prone Cobras
18.12,Male,67.91,1.8,1179.16,Strength,3.99,20.96,Bear Crawls
28.23,Female,107.91,1.79,1434.01,Strength,4.0,33.68,Resistance Band Pull-Aparts
31.17,Female,54.27,1.76,884.86,Yoga,4.01,17.52,Plyo Squats
36.96,Male,69.32,1.5,448.8,Yoga,2.0,30.81,Leg Press
58.34,Male,90.26,1.72,586.33,Yoga,1.99,30.51,Squats
27.84,Male,108.14,1.79,1437.6,Strength,4.02,33.75,Burpees
55.97,Male,129.37,1.95,652.21,Yoga,2.01,34.02,Face Pulls
31.14,Female,48.09,1.65,1341.88,HIIT,2.0,17.66,Deadlifts
37.07,Male,75.05,1.82,1174.13,Cardio,4.01,22.66,Wall Angels
45.97,Male,56.91,1.6,574.2,Yoga,3.03,22.23,Burpees
29.22,Female,55.47,1.61,1407.08,Strength,3.02,21.4,Burpees
30.96,Male,86.12,1.77,1382.4,Strength,3.01,27.49,Scissors Kicks
23.45,Male,80.87,1.79,1809.32,Strength,3.99,25.24,Jumping Jacks
42.26,Male,58.17,1.57,1901.74,Cardio,4.01,23.6,Prone Cobras
58.81,Male,88.24,1.76,1296.0,Cardio,2.99,28.49,Calf Raises
55.01,Male,76.84,1.73,950.4,Cardio,3.01,25.67,Zottman Curls
56.77,Male,45.37,1.76,1903.97,HIIT,2.96,14.65,Rows
56.93,Male,76.35,1.86,1231.2,Strength,3.99,22.07,Deadlifts
20.28,Female,86.34,1.92,1787.42,Cardio,5.0,23.42,Shoulder Press
37.03,Female,55.24,1.57,969.32,Strength,1.99,22.41,Mountain Climbers
47.02,Male,39.83,1.76,968.88,HIIT,2.98,12.86,Russian Twists
20.95,Male,59.58,1.7,1534.24,Yoga,5.0,20.62,Shoulder Press
51.32,Female,57.37,1.77,1035.94,Cardio,4.0,18.31,Russian Twists
37.12,Female,73.84,1.69,534.11,Strength,2.01,25.85,Lat Pulldowns
53.63,Male,70.38,1.57,753.08,Yoga,2.97,28.55,Tricep Extensions
35.99,Male,69.81,1.65,817.66,Yoga,2.99,25.64,Step-ups
27.89,Female,68.93,1.58,1599.73,Strength,3.0,27.61,Rows
23.35,Male,43.96,1.63,715.2,HIIT,1.96,16.55,Leg Raises
33.9,Male,88.3,1.64,1492.09,Yoga,3.98,32.83,Jumping Jacks
42.54,Male,107.88,1.73,874.61,Yoga,1.98,36.05,Leg Press
39.21,Male,55.22,1.6,892.62,Strength,2.01,21.57,Push-ups
20.86,Male,101.21,1.95,960.3,Strength,2.99,26.62,Resistance Band Pull-Aparts
20.77,Female,74.94,1.93,968.02,Yoga,3.03,20.12,Windshield Wipers
30.88,Male,42.85,1.76,1283.63,Cardio,3.04,13.83,Russian Twists
18.0,Female,57.29,1.75,936.0,Yoga,3.0,18.71,Plyo Squats
51.91,Female,65.91,1.52,921.6,Yoga,4.03,28.53,Thrusters
55.88,Female,128.87,1.78,1267.2,Strength,1.97,40.67,Shoulder Press
55.77,Male,126.04,1.8,1361.93,Strength,4.01,38.9,Plyo Squats
53.94,Male,49.9,1.61,1764.99,HIIT,2.01,19.25,Face Pulls
50.07,Male,100.86,1.67,356.08,Yoga,2.04,36.16,Decline Push-ups
53.07,Female,45.14,1.79,959.2,Yoga,2.99,14.09,Bench Press
33.49,Male,67.86,1.68,581.33,Cardio,1.96,24.04,Scissors Kicks
56.46,Male,118.13,1.9,786.5,HIIT,2.01,32.72,Leg Press
44.1,Male,65.14,1.8,884.1,HIIT,2.01,20.1,Plyometric Push-ups
41.05,Male,67.01,1.77,1610.4,HIIT,2.97,21.39,Tricep Dips
23.4,Male,68.1,1.61,1180.27,Cardio,2.04,26.27,Glute Bridges
52.56,Female,105.45,1.62,891.81,Yoga,3.01,40.18,Dips
53.49,Male,64.45,1.53,2059.2,Strength,4.0,27.53,Russian Twists
39.39,Female,68.58,1.64,1445.99,Strength,2.99,25.5,Zottman Curls
42.9,Male,65.08,1.66,2186.22,Strength,4.01,23.62,Dead Bugs
57.69,Male,74.83,1.67,1113.33,Strength,4.0,26.83,Resistance Band Pull-Aparts
28.71,Male,76.27,1.8,941.63,Yoga,4.02,23.54,Calf Raises
58.86,Male,123.35,1.88,1727.76,HIIT,3.98,34.9,Leg Press
40.0,Male,88.51,1.87,2798.49,HIIT,4.99,25.31,Kettlebell Swings
32.77,Male,65.36,1.71,1266.76,Strength,4.0,22.35,Dips
46.95,Female,56.01,1.77,1570.8,HIIT,3.98,17.88,Bulgarian Split Squats
18.16,Female,114.58,1.97,1033.34,Strength,2.99,29.52,Plyo Squats
44.8,Female,47.98,1.64,1648.62,HIIT,4.02,17.84,Russian Twists
19.81,Female,76.23,1.73,994.43,Yoga,3.98,25.47,Bench Press
51.19,Male,77.44,1.58,950.4,Strength,2.03,31.02,Shoulder Press
25.03,Male,63.62,1.69,1161.6,HIIT,2.0,22.28,Dragon Flags
56.35,Male,67.36,1.58,1766.6,HIIT,1.98,26.98,Flutter Kicks
44.73,Male,71.99,1.68,1364.96,Strength,3.03,25.51,Bicycle Crunches
55.37,Female,62.63,1.7,1163.71,Cardio,3.0,21.67,Calf Raises
18.43,Female,86.43,1.84,1735.46,Cardio,4.01,25.53,Zottman Curls
22.84,Female,47.47,1.6,753.08,Strength,3.01,18.54,Russian Twists
40.93,Female,64.39,1.57,1110.55,Strength,4.0,26.12,Face Pulls
43.11,Male,41.42,1.65,1768.8,HIIT,3.01,15.21,Zottman Curls
32.9,Male,75.03,1.76,1253.84,Strength,4.01,24.22,Bear Crawls
22.97,Female,115.09,1.6,1066.49,Yoga,4.0,44.96,Face Pulls
33.8,Male,59.13,1.62,820.12,Yoga,3.99,22.53,Zottman Curls
42.69,Female,55.59,1.73,1747.2,Cardio,5.01,18.57,Tricep Dips
18.0,Male,126.49,1.67,1587.6,Strength,2.99,45.35,Deadlift
21.83,Male,64.08,1.54,733.18,Yoga,4.0,27.02,Deadlift
59.03,Male,121.49,1.89,663.3,Strength,3.0,34.01,Bicycle Crunches
42.71,Female,46.36,1.63,1171.39,Strength,2.0,17.45,Superman
21.93,Male,110.15,1.92,1267.81,Strength,2.99,29.88,Glute Bridges
51.03,Female,47.77,1.77,1783.55,HIIT,2.0,15.25,Frog Jumps
20.13,Female,124.38,1.82,1353.38,Strength,3.04,37.55,Russian Twists
18.93,Female,71.72,1.94,834.5,Yoga,3.04,19.06,Bicep Curls
28.42,Male,55.87,1.5,2268.05,Strength,5.01,24.83,Shoulder Press
18.94,Male,69.23,1.6,1425.2,HIIT,3.01,27.04,Bicep Curls
46.32,Female,62.54,1.61,1069.2,Strength,4.02,24.13,Zottman Curls
57.02,Female,112.23,1.61,900.0,Yoga,3.0,43.3,Seated Rows
18.29,Female,61.62,1.85,1077.88,HIIT,2.98,18.0,Bulgarian Split Squats
52.79,Male,78.47,1.65,1500.4,HIIT,2.98,28.82,Leg Press
45.74,Male,108.65,1.64,1232.0,Cardio,2.97,40.4,Renegade Rows
45.95,Female,94.61,1.82,1056.64,Yoga,2.99,28.56,Frog Jumps
18.23,Male,67.21,1.57,1400.37,HIIT,2.98,27.27,Mountain Climbers
57.33,Female,83.99,1.65,1226.48,Yoga,3.99,30.85,Plyometric Push-ups
20.41,Male,64.76,1.78,1778.4,Cardio,3.98,20.44,Lat Pulldowns
50.16,Female,64.33,1.79,842.4,Yoga,4.03,20.08,Seated Rows
28.26,Male,129.01,1.85,1388.31,HIIT,3.99,37.69,Bench Press
22.79,Male,114.95,1.6,1066.49,Yoga,3.98,44.9,Windshield Wipers
31.9,Female,49.21,1.62,1132.8,Cardio,3.02,18.75,Inverted Rows
51.57,Male,62.44,1.7,2120.96,Strength,4.0,21.61,Decline Push-ups
21.81,Male,71.07,1.93,1016.05,Yoga,4.02,19.08,Pull-ups
46.99,Male,39.88,1.76,967.12,HIIT,3.0,12.87,Box Jumps
37.89,Male,57.87,1.56,1702.98,Cardio,5.0,23.78,Rows
21.06,Male,51.4,1.71,1027.2,Cardio,3.0,17.58,Dead Bugs
21.79,Female,102.42,1.85,1420.8,Cardio,3.98,29.93,Dragon Flags
53.1,Male,56.87,1.59,1430.4,Cardio,2.98,22.5,Deadlift
47.04,Female,88.24,1.84,1383.55,Cardio,3.02,26.06,Lateral Raises
35.93,Male,121.8,1.93,1950.34,HIIT,2.98,32.7,Bicep Curls
24.08,Female,59.04,1.5,1340.32,Strength,2.97,26.24,Thrusters
40.16,Female,68.68,1.99,1274.4,Strength,3.99,17.34,Prone Cobras
53.98,Male,56.39,1.75,1375.97,Yoga,4.98,18.41,Dips
42.32,Male,97.79,1.91,1336.53,HIIT,3.02,26.81,Prone Cobras
22.13,Female,102.78,1.84,1200.0,Cardio,2.99,30.36,Lateral Raises
40.96,Female,93.37,1.62,1086.61,Cardio,4.0,35.58,Pistol Squats
20.12,Female,64.24,1.78,1989.0,Strength,3.99,20.28,Bird Dogs
21.2,Male,73.24,1.93,959.2,Yoga,2.98,19.66,Calf Raises
36.36,Female,122.7,1.69,944.77,Yoga,3.97,42.96,Lat Pulldowns
26.77,Male,106.36,1.86,1334.07,Strength,1.99,30.74,Inverted Rows
30.76,Male,57.66,1.56,2106.0,Strength,4.98,23.69,Lunges
25.67,Male,44.61,1.6,1070.17,Strength,3.01,17.43,Windshield Wipers
19.89,Female,85.97,1.92,2461.49,HIIT,4.99,23.32,Shoulder Press
55.03,Male,87.02,1.77,1334.31,HIIT,3.01,27.78,Face Pulls
29.29,Female,58.47,1.61,1584.0,HIIT,3.01,22.56,Lunges
59.01,Male,61.24,1.73,1361.87,HIIT,3.0,20.46,Lateral Raises
58.91,Male,54.0,1.75,1956.86,HIIT,4.02,17.63,Plyo Squats
34.28,Female,53.72,1.52,745.12,Yoga,2.96,23.25,Push-ups
58.89,Female,125.73,1.69,1511.12,HIIT,2.98,44.02,Bird Dogs
49.06,Female,78.78,1.72,1777.08,HIIT,2.98,26.63,Box Jumps
47.88,Male,94.16,1.7,727.81,Yoga,2.98,32.58,Leg Raises
29.39,Male,80.95,1.98,1726.4,Cardio,4.99,20.65,Plank
40.79,Female,61.76,1.64,2749.82,HIIT,4.02,22.96,Superman
41.4,Female,82.32,1.79,1754.9,Cardio,3.99,25.69,Plyo Squats
42.42,Female,57.1,1.67,2516.8,HIIT,5.01,20.47,Squats
40.27,Female,62.85,1.61,944.77,Yoga,2.98,24.25,Resistance Band Pull-Aparts
44.23,Male,77.9,1.79,1706.1,HIIT,2.99,24.31,Incline Push-ups
38.0,Male,61.28,1.54,1412.38,Cardio,3.01,25.84,Zottman Curls
23.89,Female,59.73,1.76,613.8,Strength,2.99,19.28,Kettlebell Swings
52.0,Male,105.2,1.62,1621.4,HIIT,2.98,40.09,Burpees
19.05,Female,82.36,1.96,1485.42,Yoga,5.0,21.44,Pistol Squats
24.89,Male,63.95,1.68,942.21,Strength,2.02,22.66,Plyometric Push-ups
50.14,Male,95.53,1.61,825.93,Yoga,4.0,36.85,Push-ups
29.84,Male,52.06,1.74,777.6,Yoga,2.98,17.2,Lunges
58.03,Female,62.56,1.78,1825.2,Strength,4.0,19.74,Scissors Kicks
45.07,Female,41.21,1.58,1295.95,Cardio,1.99,16.51,Dips
54.17,Male,125.92,1.94,1285.33,Cardio,2.99,33.46,Dips
57.48,Female,46.11,1.76,1553.9,Strength,3.01,14.89,Pistol Squats
52.6,Male,73.56,1.55,1131.86,Cardio,3.99,30.62,Shoulder Press
40.05,Female,63.3,1.62,857.22,Yoga,2.01,24.12,Lat Pulldowns
28.01,Male,58.7,2.0,1743.85,HIIT,4.0,14.68,Superman
24.23,Male,39.64,1.64,969.32,Strength,2.03,14.74,Resistance Band Pull-Aparts
53.94,Male,48.16,1.6,1296.0,Strength,3.99,18.81,Russian Twists
32.13,Male,67.92,1.92,1397.17,Strength,2.02,18.42,Deadlift
22.12,Male,71.91,1.62,1378.6,Strength,3.01,27.4,Inverted Rows
37.79,Female,84.1,1.74,1287.99,Yoga,5.04,27.78,Dead Bugs
26.96,Female,107.34,1.8,992.77,Yoga,4.0,33.13,Push-ups
56.84,Female,96.48,1.86,1055.12,Cardio,3.01,27.89,Frog Jumps
23.22,Female,41.1,1.75,712.8,Cardio,2.99,13.42,Turkish Get-ups
44.26,Female,60.49,1.65,1217.17,Cardio,3.99,22.22,Superman
52.35,Female,63.76,1.62,943.99,Yoga,3.99,24.3,Mountain Climbers
44.89,Female,65.98,1.68,919.6,HIIT,2.98,23.38,Bicycle Crunches
23.92,Male,54.41,1.74,1003.39,HIIT,3.01,17.97,Inverted Rows
21.09,Male,55.17,1.78,535.09,Strength,2.0,17.41,Calf Raises
54.11,Female,64.68,1.54,1818.6,Cardio,3.97,27.27,Lat Pulldowns
38.04,Male,59.61,1.72,1028.91,Cardio,3.01,20.15,Kettlebell Swings
45.38,Female,59.27,1.51,1532.48,HIIT,3.99,25.99,Push-ups
32.04,Male,107.81,1.8,838.96,Yoga,3.05,33.27,Bear Crawls
39.44,Female,63.89,1.6,1716.0,HIIT,2.99,24.96,Mountain Climbers
41.0,Male,120.66,1.67,810.32,Strength,2.01,43.26,Bear Crawls
51.86,Female,85.64,1.8,1769.36,Cardio,5.0,26.43,Bear Crawls
47.9,Female,71.34,1.64,1927.2,HIIT,4.0,26.52,Pistol Squats
45.84,Female,51.19,1.65,682.48,Strength,1.98,18.8,Wall Angels
43.9,Male,60.52,1.65,1676.4,HIIT,3.99,22.23,Glute Bridges
18.0,Female,50.55,1.53,1689.6,HIIT,3.0,21.59,Dead Bugs
37.2,Female,103.18,1.89,474.77,Cardio,2.01,28.88,Prone Cobras
41.2,Male,71.93,1.83,1489.11,HIIT,3.01,21.48,Tricep Extensions
30.39,Female,91.95,1.99,986.4,Yoga,3.01,23.22,Superman
30.58,Female,49.06,1.51,1293.6,Cardio,2.0,21.52,Russian Twists
20.09,Male,82.32,1.99,2432.87,HIIT,4.98,20.79,Glute Bridges
19.01,Male,89.14,1.77,1981.65,HIIT,4.01,28.45,Calf Raises
43.05,Female,68.55,1.52,1877.52,HIIT,4.02,29.67,Deadlift
47.56,Male,98.74,1.9,760.91,Strength,3.0,27.35,Flutter Kicks
18.0,Male,63.29,1.63,442.2,Yoga,2.97,23.82,Incline Push-ups
56.76,Male,75.74,1.67,1386.0,HIIT,2.99,27.16,Face Pulls
38.55,Female,82.12,1.71,1562.4,Cardio,4.97,28.08,Tricep Extensions
50.88,Male,74.0,1.55,625.37,Cardio,2.01,30.8,Deadlift
38.87,Female,60.99,1.77,1162.66,Cardio,3.01,19.47,Plank
43.01,Female,68.84,1.52,1022.4,Yoga,4.02,29.8,Bulgarian Split Squats
32.67,Male,45.33,1.5,911.63,Strength,3.03,20.15,Bird Dogs
45.11,Female,73.57,1.74,843.8,Yoga,4.0,24.3,Pistol Squats
27.93,Male,128.52,1.86,756.0,Yoga,4.02,37.15,Leg Raises
23.31,Female,78.8,1.73,1951.97,HIIT,4.0,26.33,Bicycle Crunches
50.12,Male,69.92,1.96,854.38,Cardio,3.0,18.2,Russian Twists
40.42,Female,83.12,1.66,2057.62,Cardio,4.95,30.16,Tricep Extensions
20.76,Male,51.01,1.71,1037.66,Cardio,2.99,17.44,Jumping Jacks
19.38,Female,128.72,1.93,1370.46,Strength,4.0,34.56,Dragon Flags
52.99,Female,84.25,1.76,2400.55,HIIT,5.01,27.2,Step-ups
20.91,Female,74.14,1.93,1414.8,Strength,2.99,19.9,Seated Rows
31.85,Female,68.46,1.92,1249.6,Cardio,2.0,18.57,Leg Raises
42.93,Male,55.0,1.73,2395.45,HIIT,5.02,18.38,Bulgarian Split Squats
30.59,Male,61.03,1.55,1251.12,Cardio,3.02,25.4,Face Pulls
29.16,Male,88.5,1.89,1815.8,Cardio,5.0,24.78,Jumping Jacks
19.06,Female,81.79,1.96,1987.93,Cardio,4.98,21.29,Squats
27.04,Female,63.29,1.52,855.37,Yoga,3.98,27.39,Mountain Climbers
50.42,Male,52.35,1.84,1501.2,Strength,4.02,15.46,Face Pulls
22.74,Male,121.18,1.85,721.39,Strength,2.0,35.41,Plank
21.0,Male,125.21,1.66,1316.3,Cardio,3.02,45.44,Jumping Jacks
49.17,Male,84.38,1.68,2604.6,HIIT,3.98,29.9,Renegade Rows
36.89,Male,75.5,1.77,978.38,Yoga,3.99,24.1,Dips
19.0,Female,95.03,1.85,871.2,Yoga,3.97,27.77,Incline Push-ups
51.39,Male,79.26,1.59,1342.88,Cardio,2.98,31.35,Resistance Band Pull-Aparts
40.07,Male,63.69,1.62,1295.72,Strength,2.04,24.27,Scissors Kicks
50.42,Female,56.82,1.59,1109.81,Cardio,2.99,22.48,Thrusters
58.19,Male,109.75,1.91,1073.69,Yoga,3.01,30.08,Leg Raises
26.55,Female,85.67,1.68,1542.02,Yoga,5.01,30.35,Deadlifts
32.68,Female,45.89,1.5,1112.19,HIIT,2.99,20.4,Lat Pulldowns
48.56,Female,83.46,1.87,1226.75,Cardio,3.98,23.87,Wall Angels
43.05,Male,48.6,1.61,1266.05,Strength,2.02,18.75,Pistol Squats
32.57,Male,65.26,1.71,1556.3,HIIT,4.02,22.32,Dips
42.81,Male,102.69,1.72,811.06,Strength,1.99,34.71,Reverse Lunges
24.99,Female,53.42,1.7,591.3,Strength,3.01,18.48,Thrusters
42.01,Female,63.72,1.77,1267.2,Cardio,2.97,20.34,Bulgarian Split Squats
57.32,Female,96.11,1.86,1188.99,Strength,2.98,27.78,Jumping Jacks
58.19,Female,65.83,1.63,1490.36,HIIT,3.0,24.78,Leg Press
59.16,Male,88.58,1.72,1068.23,Strength,3.01,29.94,Push Ups
27.19,Female,58.17,1.79,916.57,Yoga,2.02,18.15,Pistol Squats
55.21,Female,75.56,1.71,1110.55,Strength,4.01,25.84,Plank
27.59,Male,71.16,1.97,712.8,Strength,2.98,18.34,Tricep Extensions
20.57,Female,95.9,1.72,1536.7,HIIT,3.03,32.42,Face Pulls
39.79,Male,63.29,1.53,2246.4,Strength,5.01,27.04,Plyometric Push-ups
53.1,Female,56.13,1.55,1495.33,HIIT,4.0,23.36,Pull-ups
54.31,Male,78.67,1.6,1450.79,HIIT,4.03,30.73,Deadlift
43.01,Female,82.38,1.85,876.94,Yoga,3.98,24.07,Incline Push-ups
57.08,Female,45.55,1.76,1044.0,Yoga,3.0,14.7,Russian Twists
44.71,Female,57.81,1.7,938.79,Strength,2.97,20.0,Decline Push-ups
57.05,Female,83.71,1.65,1230.5,Yoga,4.0,30.75,Bench Press
18.93,Male,49.04,1.69,1040.44,Strength,2.99,17.17,Flutter Kicks
40.32,Male,87.56,1.87,2033.7,Cardio,4.98,25.04,Renegade Rows
58.93,Male,65.86,1.52,1356.98,Cardio,3.02,28.51,Wall Angels
23.36,Male,56.8,1.55,1325.9,Cardio,3.99,23.64,Renegade Rows
26.86,Female,63.86,1.52,856.09,Yoga,3.98,27.64,Turkish Get-ups
22.77,Male,83.22,1.8,468.17,Yoga,3.0,25.69,Resistance Band Pull-Aparts
21.27,Female,76.4,1.65,1491.6,HIIT,3.03,28.06,Bicycle Crunches
32.5,Female,97.74,1.96,1780.52,HIIT,3.0,25.44,Reverse Lunges
37.16,Female,53.43,1.71,1504.8,HIIT,4.02,18.27,Leg Press
24.07,Male,50.92,1.67,980.1,Strength,3.02,18.26,Pull-ups
29.01,Female,88.43,1.89,2054.45,Strength,4.98,24.76,Resistance Band Pull-Aparts
36.32,Male,58.86,1.78,737.86,Cardio,2.0,18.58,Pull-ups
35.95,Male,90.12,1.65,1480.83,Strength,4.01,33.1,Leg Press
20.31,Male,82.18,2.0,1311.41,Yoga,5.01,20.54,Windshield Wipers
41.72,Female,58.15,1.67,1366.06,HIIT,2.03,20.85,Thrusters
25.63,Male,64.98,1.5,2258.1,Strength,4.98,28.88,Flutter Kicks
58.03,Female,49.21,1.67,1479.6,Strength,4.01,17.64,Dragon Flags
47.84,Male,73.44,1.59,1570.8,HIIT,3.0,29.05,Inverted Rows
25.34,Female,104.61,1.88,1287.47,Cardio,3.0,29.6,Leg Press
40.87,Female,72.23,1.96,504.44,Strength,2.03,18.8,Flutter Kicks
20.93,Female,101.3,1.84,849.85,Yoga,2.0,29.92,Bicycle Crunches
34.1,Male,124.48,1.63,1341.76,Cardio,2.98,46.85,Bicep Curls
29.84,Female,68.4,1.75,1239.75,Strength,2.01,22.33,Bench Press
36.28,Male,109.71,1.62,1027.56,HIIT,3.0,41.8,Rows
30.3,Male,90.01,1.66,943.2,Yoga,3.96,32.66,Calf Raises
29.89,Female,113.41,1.91,1114.55,Cardio,3.03,31.09,Inverted Rows
32.06,Male,58.61,1.66,323.99,Yoga,1.99,21.27,Lateral Raises
20.18,Female,75.65,1.78,1022.4,Yoga,4.02,23.88,Face Pulls
40.26,Male,106.11,1.65,950.4,Yoga,3.99,38.98,Plank
42.71,Female,82.77,1.85,1315.4,Strength,4.03,24.18,Zottman Curls
57.29,Male,60.83,1.52,1256.55,Cardio,3.02,26.33,Bulgarian Split Squats
41.46,Male,66.49,1.74,1604.91,HIIT,2.97,21.96,Wall Angels
56.12,Male,64.35,1.69,2324.72,Strength,5.0,22.53,Deadlifts
44.66,Female,118.9,1.95,1155.6,Strength,3.01,31.27,Incline Push-ups
40.21,Male,60.9,1.88,1610.4,HIIT,3.01,17.23,Leg Raises
30.57,Male,76.43,1.62,1325.9,Cardio,4.02,29.12,Tricep Extensions
27.84,Male,79.46,1.59,1073.69,Yoga,2.99,31.43,Squats
46.96,Female,89.41,1.84,1546.97,Strength,3.01,26.41,Tricep Dips
41.5,Female,73.11,1.62,849.6,Yoga,3.98,27.86,Scissors Kicks
22.78,Female,82.85,1.8,462.0,Yoga,2.98,25.57,Wall Angels
42.67,Male,65.91,1.77,1948.72,HIIT,4.0,21.04,Tricep Dips
41.96,Female,63.48,1.77,1412.44,Strength,2.98,20.26,Superman
41.87,Male,86.61,1.77,2072.49,Strength,4.03,27.65,Shoulder Press
28.03,Male,128.12,1.86,1146.71,Strength,3.98,37.03,Bulgarian Split Squats
48.93,Male,45.1,1.74,1189.41,Cardio,3.01,14.9,Lat Pulldowns
